codigo;nombre;referencia;categoria;subcategoria;ubicacion;stock;stock_min;unidad;proveedor;coste_unitario;notas;__source;qr_id;qr_url;etiqueta_pdf;actualizado
TBR10;Tornillo de baja rotación 10mm;TBR10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR10;#inventario?qr=TBR10;;2025-10-08T06:06:24Z
TBR110;Tornillo de baja rotación 110mm;TBR110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR110;#inventario?qr=TBR110;;2025-10-08T06:06:24Z
TBR120;Tornillo de baja rotación 120mm;TBR120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR120;#inventario?qr=TBR120;;2025-10-08T06:06:24Z
TBR130;Tornillo de baja rotación 130mm;TBR130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR130;#inventario?qr=TBR130;;2025-10-08T06:06:24Z
TBR140;Tornillo de baja rotación 140mm;TBR140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR140;#inventario?qr=TBR140;;2025-10-08T06:06:24Z
TBR150;Tornillo de baja rotación 150mm;TBR150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR150;#inventario?qr=TBR150;;2025-10-08T06:06:24Z
TBR15;Tornillo de baja rotación 15mm;TBR15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR15;#inventario?qr=TBR15;;2025-10-08T06:06:24Z
TBR160;Tornillo de baja rotación 160mm;TBR160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR160;#inventario?qr=TBR160;;2025-10-08T06:06:24Z
TBR20;Tornillo de baja rotación 20mm;TBR20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR20;#inventario?qr=TBR20;;2025-10-08T06:06:24Z
TBR25;Tornillo de baja rotación 25mm;TBR25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR25;#inventario?qr=TBR25;;2025-10-08T06:06:24Z
TBR30;Tornillo de baja rotación 30mm;TBR30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR30;#inventario?qr=TBR30;;2025-10-08T06:06:24Z
TBR35;Tornillo de baja rotación 35mm;TBR35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR35;#inventario?qr=TBR35;;2025-10-08T06:06:24Z
TBR40;Tornillo de baja rotación 40mm;TBR40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR40;#inventario?qr=TBR40;;2025-10-08T06:06:24Z
TBR45;Tornillo de baja rotación 45mm;TBR45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR45;#inventario?qr=TBR45;;2025-10-08T06:06:24Z
TBR50;Tornillo de baja rotación 50mm;TBR50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR50;#inventario?qr=TBR50;;2025-10-08T06:06:24Z
TBR55;Tornillo de baja rotación 55mm;TBR55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR55;#inventario?qr=TBR55;;2025-10-08T06:06:24Z
TBR60;Tornillo de baja rotación 60mm;TBR60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR60;#inventario?qr=TBR60;;2025-10-08T06:06:24Z
TBR65;Tornillo de baja rotación 65mm;TBR65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR65;#inventario?qr=TBR65;;2025-10-08T06:06:24Z
TBR70;Tornillo de baja rotación 70mm;TBR70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR70;#inventario?qr=TBR70;;2025-10-08T06:06:24Z
TBR75;Tornillo de baja rotación 75mm;TBR75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR75;#inventario?qr=TBR75;;2025-10-08T06:06:24Z
TBR80;Tornillo de baja rotación 80mm;TBR80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR80;#inventario?qr=TBR80;;2025-10-08T06:06:24Z
TBR85;Tornillo de baja rotación 85mm;TBR85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR85;#inventario?qr=TBR85;;2025-10-08T06:06:24Z
TBR90;Tornillo de baja rotación 90mm;TBR90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR90;#inventario?qr=TBR90;;2025-10-08T06:06:24Z
TBR95;Tornillo de baja rotación 95mm;TBR95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TBR95;#inventario?qr=TBR95;;2025-10-08T06:06:24Z
TMD100;Tornillo de madera 100mm;TMD100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD100;#inventario?qr=TMD100;;2025-10-08T06:06:24Z
TMD10;Tornillo de madera 10mm;TMD10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD10;#inventario?qr=TMD10;;2025-10-08T06:06:24Z
TMD110;Tornillo de madera 110mm;TMD110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD110;#inventario?qr=TMD110;;2025-10-08T06:06:24Z
TMD120;Tornillo de madera 120mm;TMD120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD120;#inventario?qr=TMD120;;2025-10-08T06:06:24Z
TMD130;Tornillo de madera 130mm;TMD130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD130;#inventario?qr=TMD130;;2025-10-08T06:06:24Z
TMD140;Tornillo de madera 140mm;TMD140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD140;#inventario?qr=TMD140;;2025-10-08T06:06:24Z
TMD150;Tornillo de madera 150mm;TMD150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD150;#inventario?qr=TMD150;;2025-10-08T06:06:24Z
TMD15;Tornillo de madera 15mm;TMD15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD15;#inventario?qr=TMD15;;2025-10-08T06:06:24Z
TMD160;Tornillo de madera 160mm;TMD160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD160;#inventario?qr=TMD160;;2025-10-08T06:06:24Z
TMD20;Tornillo de madera 20mm;TMD20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD20;#inventario?qr=TMD20;;2025-10-08T06:06:24Z
TMD25;Tornillo de madera 25mm;TMD25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD25;#inventario?qr=TMD25;;2025-10-08T06:06:24Z
TMD30;Tornillo de madera 30mm;TMD30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD30;#inventario?qr=TMD30;;2025-10-08T06:06:24Z
TMD35;Tornillo de madera 35mm;TMD35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD35;#inventario?qr=TMD35;;2025-10-08T06:06:24Z
TMD40;Tornillo de madera 40mm;TMD40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD40;#inventario?qr=TMD40;;2025-10-08T06:06:24Z
TMD45;Tornillo de madera 45mm;TMD45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD45;#inventario?qr=TMD45;;2025-10-08T06:06:24Z
TMD50;Tornillo de madera 50mm;TMD50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD50;#inventario?qr=TMD50;;2025-10-08T06:06:24Z
TMD55;Tornillo de madera 55mm;TMD55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD55;#inventario?qr=TMD55;;2025-10-08T06:06:24Z
TMD60;Tornillo de madera 60mm;TMD60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD60;#inventario?qr=TMD60;;2025-10-08T06:06:24Z
TMD65;Tornillo de madera 65mm;TMD65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD65;#inventario?qr=TMD65;;2025-10-08T06:06:24Z
TMD70;Tornillo de madera 70mm;TMD70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD70;#inventario?qr=TMD70;;2025-10-08T06:06:24Z
TMD75;Tornillo de madera 75mm;TMD75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD75;#inventario?qr=TMD75;;2025-10-08T06:06:24Z
TMD80;Tornillo de madera 80mm;TMD80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD80;#inventario?qr=TMD80;;2025-10-08T06:06:24Z
TMD85;Tornillo de madera 85mm;TMD85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD85;#inventario?qr=TMD85;;2025-10-08T06:06:24Z
TMD90;Tornillo de madera 90mm;TMD90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD90;#inventario?qr=TMD90;;2025-10-08T06:06:24Z
TMD95;Tornillo de madera 95mm;TMD95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TMD95;#inventario?qr=TMD95;;2025-10-08T06:06:24Z
TP100;Tornillo de pared 100mm;TP100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP100;#inventario?qr=TP100;;2025-10-08T06:06:24Z
TP10;Tornillo de pared 10mm;TP10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP10;#inventario?qr=TP10;;2025-10-08T06:06:24Z
TP110;Tornillo de pared 110mm;TP110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP110;#inventario?qr=TP110;;2025-10-08T06:06:24Z
TP120;Tornillo de pared 120mm;TP120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP120;#inventario?qr=TP120;;2025-10-08T06:06:24Z
TP130;Tornillo de pared 130mm;TP130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP130;#inventario?qr=TP130;;2025-10-08T06:06:24Z
TP140;Tornillo de pared 140mm;TP140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP140;#inventario?qr=TP140;;2025-10-08T06:06:24Z
TP150;Tornillo de pared 150mm;TP150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP150;#inventario?qr=TP150;;2025-10-08T06:06:24Z
TP15;Tornillo de pared 15mm;TP15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP15;#inventario?qr=TP15;;2025-10-08T06:06:24Z
TP160;Tornillo de pared 160mm;TP160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP160;#inventario?qr=TP160;;2025-10-08T06:06:24Z
TP20;Tornillo de pared 20mm;TP20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP20;#inventario?qr=TP20;;2025-10-08T06:06:24Z
TP25;Tornillo de pared 25mm;TP25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP25;#inventario?qr=TP25;;2025-10-08T06:06:24Z
TP30;Tornillo de pared 30mm;TP30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP30;#inventario?qr=TP30;;2025-10-08T06:06:24Z
TP35;Tornillo de pared 35mm;TP35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP35;#inventario?qr=TP35;;2025-10-08T06:06:24Z
TP40;Tornillo de pared 40mm;TP40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP40;#inventario?qr=TP40;;2025-10-08T06:06:24Z
TP45;Tornillo de pared 45mm;TP45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP45;#inventario?qr=TP45;;2025-10-08T06:06:24Z
TP50;Tornillo de pared 50mm;TP50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP50;#inventario?qr=TP50;;2025-10-08T06:06:24Z
TP55;Tornillo de pared 55mm;TP55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP55;#inventario?qr=TP55;;2025-10-08T06:06:24Z
TP60;Tornillo de pared 60mm;TP60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP60;#inventario?qr=TP60;;2025-10-08T06:06:24Z
TP65;Tornillo de pared 65mm;TP65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP65;#inventario?qr=TP65;;2025-10-08T06:06:24Z
TP70;Tornillo de pared 70mm;TP70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP70;#inventario?qr=TP70;;2025-10-08T06:06:24Z
TP75;Tornillo de pared 75mm;TP75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP75;#inventario?qr=TP75;;2025-10-08T06:06:24Z
TP80;Tornillo de pared 80mm;TP80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP80;#inventario?qr=TP80;;2025-10-08T06:06:24Z
TP85;Tornillo de pared 85mm;TP85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP85;#inventario?qr=TP85;;2025-10-08T06:06:24Z
TP90;Tornillo de pared 90mm;TP90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP90;#inventario?qr=TP90;;2025-10-08T06:06:24Z
TP95;Tornillo de pared 95mm;TP95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;TP95;#inventario?qr=TP95;;2025-10-08T06:06:24Z
THM10x100;Tornillo hexagonal M10x100mm;THM10x100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x100;#inventario?qr=THM10x100;;2025-10-08T06:06:24Z
TOH10x100;Tornillo hexagonal M10x100mm;TOH10x100;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x100;#inventario?qr=TOH10x100;;2025-10-08T06:06:24Z
THM10x10;Tornillo hexagonal M10x10mm;THM10x10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x10;#inventario?qr=THM10x10;;2025-10-08T06:06:24Z
TOH10x10;Tornillo hexagonal M10x10mm;TOH10x10;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x10;#inventario?qr=TOH10x10;;2025-10-08T06:06:24Z
THM10x110;Tornillo hexagonal M10x110mm;THM10x110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x110;#inventario?qr=THM10x110;;2025-10-08T06:06:24Z
TOH10x110;Tornillo hexagonal M10x110mm;TOH10x110;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x110;#inventario?qr=TOH10x110;;2025-10-08T06:06:24Z
THM10x120;Tornillo hexagonal M10x120mm;THM10x120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x120;#inventario?qr=THM10x120;;2025-10-08T06:06:24Z
TOH10x120;Tornillo hexagonal M10x120mm;TOH10x120;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x120;#inventario?qr=TOH10x120;;2025-10-08T06:06:24Z
THM10x130;Tornillo hexagonal M10x130mm;THM10x130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x130;#inventario?qr=THM10x130;;2025-10-08T06:06:24Z
TOH10x130;Tornillo hexagonal M10x130mm;TOH10x130;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x130;#inventario?qr=TOH10x130;;2025-10-08T06:06:24Z
THM10x140;Tornillo hexagonal M10x140mm;THM10x140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x140;#inventario?qr=THM10x140;;2025-10-08T06:06:24Z
TOH10x140;Tornillo hexagonal M10x140mm;TOH10x140;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x140;#inventario?qr=TOH10x140;;2025-10-08T06:06:24Z
THM10x150;Tornillo hexagonal M10x150mm;THM10x150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x150;#inventario?qr=THM10x150;;2025-10-08T06:06:24Z
TOH10x150;Tornillo hexagonal M10x150mm;TOH10x150;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x150;#inventario?qr=TOH10x150;;2025-10-08T06:06:24Z
THM10x15;Tornillo hexagonal M10x15mm;THM10x15;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x15;#inventario?qr=THM10x15;;2025-10-08T06:06:24Z
TOH10x15;Tornillo hexagonal M10x15mm;TOH10x15;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x15;#inventario?qr=TOH10x15;;2025-10-08T06:06:24Z
THM10x160;Tornillo hexagonal M10x160mm;THM10x160;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x160;#inventario?qr=THM10x160;;2025-10-08T06:06:24Z
TOH10x160;Tornillo hexagonal M10x160mm;TOH10x160;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x160;#inventario?qr=TOH10x160;;2025-10-08T06:06:24Z
THM10x20;Tornillo hexagonal M10x20mm;THM10x20;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x20;#inventario?qr=THM10x20;;2025-10-08T06:06:24Z
TOH10x20;Tornillo hexagonal M10x20mm;TOH10x20;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x20;#inventario?qr=TOH10x20;;2025-10-08T06:06:24Z
THM10x25;Tornillo hexagonal M10x25mm;THM10x25;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x25;#inventario?qr=THM10x25;;2025-10-08T06:06:24Z
TOH10x25;Tornillo hexagonal M10x25mm;TOH10x25;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x25;#inventario?qr=TOH10x25;;2025-10-08T06:06:24Z
THM10x30;Tornillo hexagonal M10x30mm;THM10x30;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x30;#inventario?qr=THM10x30;;2025-10-08T06:06:24Z
TOH10x30;Tornillo hexagonal M10x30mm;TOH10x30;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x30;#inventario?qr=TOH10x30;;2025-10-08T06:06:24Z
THM10x35;Tornillo hexagonal M10x35mm;THM10x35;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x35;#inventario?qr=THM10x35;;2025-10-08T06:06:24Z
TOH10x35;Tornillo hexagonal M10x35mm;TOH10x35;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x35;#inventario?qr=TOH10x35;;2025-10-08T06:06:24Z
THM10x40;Tornillo hexagonal M10x40mm;THM10x40;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x40;#inventario?qr=THM10x40;;2025-10-08T06:06:24Z
TOH10x40;Tornillo hexagonal M10x40mm;TOH10x40;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x40;#inventario?qr=TOH10x40;;2025-10-08T06:06:24Z
THM10x45;Tornillo hexagonal M10x45mm;THM10x45;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x45;#inventario?qr=THM10x45;;2025-10-08T06:06:24Z
TOH10x45;Tornillo hexagonal M10x45mm;TOH10x45;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x45;#inventario?qr=TOH10x45;;2025-10-08T06:06:24Z
THM10x50;Tornillo hexagonal M10x50mm;THM10x50;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x50;#inventario?qr=THM10x50;;2025-10-08T06:06:24Z
TOH10x50;Tornillo hexagonal M10x50mm;TOH10x50;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x50;#inventario?qr=TOH10x50;;2025-10-08T06:06:24Z
THM10x55;Tornillo hexagonal M10x55mm;THM10x55;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x55;#inventario?qr=THM10x55;;2025-10-08T06:06:24Z
TOH10x55;Tornillo hexagonal M10x55mm;TOH10x55;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x55;#inventario?qr=TOH10x55;;2025-10-08T06:06:24Z
THM10x60;Tornillo hexagonal M10x60mm;THM10x60;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x60;#inventario?qr=THM10x60;;2025-10-08T06:06:24Z
TOH10x60;Tornillo hexagonal M10x60mm;TOH10x60;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x60;#inventario?qr=TOH10x60;;2025-10-08T06:06:24Z
THM10x65;Tornillo hexagonal M10x65mm;THM10x65;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x65;#inventario?qr=THM10x65;;2025-10-08T06:06:24Z
TOH10x65;Tornillo hexagonal M10x65mm;TOH10x65;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x65;#inventario?qr=TOH10x65;;2025-10-08T06:06:24Z
THM10x70;Tornillo hexagonal M10x70mm;THM10x70;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x70;#inventario?qr=THM10x70;;2025-10-08T06:06:24Z
TOH10x70;Tornillo hexagonal M10x70mm;TOH10x70;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x70;#inventario?qr=TOH10x70;;2025-10-08T06:06:24Z
THM10x75;Tornillo hexagonal M10x75mm;THM10x75;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x75;#inventario?qr=THM10x75;;2025-10-08T06:06:24Z
TOH10x75;Tornillo hexagonal M10x75mm;TOH10x75;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x75;#inventario?qr=TOH10x75;;2025-10-08T06:06:24Z
THM10x80;Tornillo hexagonal M10x80mm;THM10x80;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x80;#inventario?qr=THM10x80;;2025-10-08T06:06:24Z
TOH10x80;Tornillo hexagonal M10x80mm;TOH10x80;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x80;#inventario?qr=TOH10x80;;2025-10-08T06:06:24Z
THM10x85;Tornillo hexagonal M10x85mm;THM10x85;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x85;#inventario?qr=THM10x85;;2025-10-08T06:06:24Z
TOH10x85;Tornillo hexagonal M10x85mm;TOH10x85;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x85;#inventario?qr=TOH10x85;;2025-10-08T06:06:24Z
THM10x90;Tornillo hexagonal M10x90mm;THM10x90;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x90;#inventario?qr=THM10x90;;2025-10-08T06:06:24Z
TOH10x90;Tornillo hexagonal M10x90mm;TOH10x90;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x90;#inventario?qr=TOH10x90;;2025-10-08T06:06:24Z
THM10x95;Tornillo hexagonal M10x95mm;THM10x95;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM10x95;#inventario?qr=THM10x95;;2025-10-08T06:06:24Z
TOH10x95;Tornillo hexagonal M10x95mm;TOH10x95;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH10x95;#inventario?qr=TOH10x95;;2025-10-08T06:06:24Z
THM12x100;Tornillo hexagonal M12x100mm;THM12x100;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM12x100;#inventario?qr=THM12x100;;2025-10-08T06:06:24Z
TOH12x100;Tornillo hexagonal M12x100mm;TOH12x100;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH12x100;#inventario?qr=TOH12x100;;2025-10-08T06:06:24Z
THM12x10;Tornillo hexagonal M12x10mm;THM12x10;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM12x10;#inventario?qr=THM12x10;;2025-10-08T06:06:24Z
TOH12x10;Tornillo hexagonal M12x10mm;TOH12x10;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH12x10;#inventario?qr=TOH12x10;;2025-10-08T06:06:24Z
THM12x110;Tornillo hexagonal M12x110mm;THM12x110;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM12x110;#inventario?qr=THM12x110;;2025-10-08T06:06:24Z
TOH12x110;Tornillo hexagonal M12x110mm;TOH12x110;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH12x110;#inventario?qr=TOH12x110;;2025-10-08T06:06:24Z
THM12x120;Tornillo hexagonal M12x120mm;THM12x120;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM12x120;#inventario?qr=THM12x120;;2025-10-08T06:06:24Z
TOH12x120;Tornillo hexagonal M12x120mm;TOH12x120;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH12x120;#inventario?qr=TOH12x120;;2025-10-08T06:06:24Z
THM12x130;Tornillo hexagonal M12x130mm;THM12x130;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM12x130;#inventario?qr=THM12x130;;2025-10-08T06:06:24Z
TOH12x130;Tornillo hexagonal M12x130mm;TOH12x130;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH12x130;#inventario?qr=TOH12x130;;2025-10-08T06:06:24Z
THM12x140;Tornillo hexagonal M12x140mm;THM12x140;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM12x140;#inventario?qr=THM12x140;;2025-10-08T06:06:24Z
TOH12x140;Tornillo hexagonal M12x140mm;TOH12x140;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH12x140;#inventario?qr=TOH12x140;;2025-10-08T06:06:24Z
THM12x150;Tornillo hexagonal M12x150mm;THM12x150;None;None;;0.0;20.0;None;None;;;INVENTARIO_QR_Mario.xlsx;THM12x150;#inventario?qr=THM12x150;;2025-10-08T06:06:24Z
TOH12x150;Tornillo hexagonal M12x150mm;TOH12x150;None;None;;0.0;20.0;None;None;;;TOH_inventario_GitHubPages.xlsx;TOH12x150;#inventario?qr=TOH12x150;;2025-10-08T06:06:24Z
